DATE;spread;share_prices;EXPINF10YR;DFF;cpi
2008-07-28;1.67;78.39978903225806;2.3466021967741937;2;-0.2798972141607691
2008-07-29;1.65;78.37938677419355;2.346732722580645;2.05;-0.3097119670116203
2008-07-30;1.69;78.35898451612903;2.3468632483870966;2.03;-0.3395267198624715
2008-07-31;1.74;78.33858225806452;2.3469937741935483;2.09;-0.3693414727133227
2008-08-01;1.73;78.31818;2.3471243;2.04;-0.3991562255641739
2008-08-04;1.74;77.90725354838709;2.3338247483870966;1.97;-0.37391225412891077
2008-08-05;1.72;77.77027806451613;2.329391564516129;1.97;-0.36549759698382306
2008-08-06;1.76;77.63330258064516;2.3249583806451612;2.01;-0.35708293983873535
2008-08-07;1.78;77.4963270967742;2.3205251967741933;1.96;-0.34866828269364764
2008-08-08;1.74;77.35935161290323;2.316092012903226;2.01;-0.3402536255485599
2008-08-11;1.75;76.94842516129032;2.3027924612903226;1.99;-0.3150096541132968
2008-08-12;1.77;76.81144967741935;2.2983592774193546;1.95;-0.3065949969682091
2008-08-13;1.76;76.67447419354839;2.293926093548387;1.98;-0.29818033982312137
2008-08-14;1.76;76.53749870967742;2.2894929096774193;2.09;-0.28976568267803365
2008-08-15;1.77;76.40052322580645;2.2850597258064513;2.08;-0.28135102553294594
2008-08-18;1.75;75.98959677419354;2.2717601741935485;1.91;-0.25610705409768286
2008-08-19;1.77;75.85262129032257;2.2673269903225806;1.94;-0.24769239695259512
2008-08-20;1.78;75.7156458064516;2.2628938064516126;1.98;-0.2392777398075074
2008-08-21;1.75;75.57867032258065;2.258460622580645;2.01;-0.2308630826624197
2008-08-22;1.72;75.44169483870968;2.2540274387096773;2.02;-0.222448425517332
2008-08-25;1.74;75.03076838709677;2.240727887096774;2.01;-0.19720445408206888
2008-08-26;1.74;74.8937929032258;2.2362947032258065;1.88;-0.18878979693698117
2008-08-27;1.74;74.75681741935483;2.2318615193548386;1.98;-0.18037513979189346
